coeff_0,coeff_1,coeff_2,coeff_3,coeff_4,coeff_5,coeff_6,coeff_7,coeff_8,coeff_9,coeff_10,coeff_11,coeff_12,coeff_13,coeff_14,coeff_15,coeff_16,coeff_17,coeff_18,coeff_19,coeff_20,coeff_21,coeff_22,coeff_23,coeff_24,support_index,support_amplitude,a6,a18,t,r,label,experiment,holdout,abs_support_amplitude,a6_positive,a6_negative,a6_abs,a18_abs,support_nonzero_count,active_support_slots,paired_resonance,reverse_resonance,support_face,support_bucket,threshold_zone
0,0,0,0,0,0,-30,0,0,0,0,0,0,0,0,-130,0,0,-140,0,0,0,0,0,0,15,-130,-30,-140,25000,2,t=25000;r=2,igp24_synthetic,False,130,False,True,30,140,1,15,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,-30,0,0,0,0,0,0,0,0,103,0,0,-140,0,0,0,0,0,0,15,103,-30,-140,25000,2,t=25000;r=2,igp24_synthetic,False,103,False,True,30,140,1,15,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,-140,0,0,0,0,0,0,12,96,0,-140,24979,2,t=24979;r=2,igp24_synthetic,False,96,False,False,0,140,1,12,False,False,x12_base,x12_base,low
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-108,0,0,-140,0,0,0,0,0,0,15,-108,0,-140,25000,2,t=25000;r=2,igp24_synthetic,False,108,False,False,0,140,1,15,False,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,0,0,0,0,0,0,0,-113,0,0,0,0,-140,0,0,0,0,0,0,13,-113,0,-140,25000,2,t=25000;r=2,igp24_synthetic,False,113,False,False,0,140,1,13,False,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,-140,0,0,0,0,0,0,12,-100,0,-140,24979,2,t=24979;r=2,igp24_synthetic,False,100,False,False,0,140,1,12,False,False,x12_base,x12_base,low
0,0,0,0,0,0,20,0,0,0,0,0,119,0,0,0,0,0,-140,0,0,0,0,0,0,12,119,20,-140,24979,2,t=24979;r=2,igp24_synthetic,False,119,True,False,20,140,1,12,True,False,x12_base,x12_base,low
0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,-123,0,0,-140,0,0,0,0,0,0,15,-123,20,-140,25000,2,t=25000;r=2,igp24_synthetic,False,123,True,False,20,140,1,15,True,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,-116,-140,0,0,0,0,0,0,17,-116,20,-140,25000,2,t=25000;r=2,igp24_synthetic,False,116,True,False,20,140,1,17,True,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,140,-140,0,0,0,0,0,0,17,140,20,-140,25000,2,t=25000;r=2,igp24_synthetic,False,140,True,False,20,140,1,17,True,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,70,0,0,0,0,0,0,138,0,0,0,0,-140,0,0,0,0,0,0,13,138,70,-140,25000,2,t=25000;r=2,igp24_synthetic,False,138,True,False,70,140,1,13,True,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,126,0,0,-140,0,0,0,0,0,0,15,126,70,-140,25000,2,t=25000;r=2,igp24_synthetic,False,126,True,False,70,140,1,15,True,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,-135,0,0,-140,0,0,0,0,0,0,15,-135,70,-140,25000,2,t=25000;r=2,igp24_synthetic,False,135,True,False,70,140,1,15,True,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,70,0,0,0,0,0,128,0,0,0,0,0,-140,0,0,0,0,0,0,12,128,70,-140,24979,2,t=24979;r=2,igp24_synthetic,False,128,True,False,70,140,1,12,True,False,x12_base,x12_base,low
0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,112,-140,0,0,0,0,0,0,17,112,71,-140,25000,4,t=25000;r=4,igp24_synthetic,False,112,True,False,71,140,1,17,True,False,x13_x15_x17,x13_x15_x17,boundary
0,0,0,0,0,0,71,0,0,0,0,0,0,-117,0,0,0,0,-140,0,0,0,0,0,0,13,-117,71,-140,25000,4,t=25000;r=4,igp24_synthetic,False,117,True,False,71,140,1,13,True,False,x13_x15_x17,x13_x15_x17,boundary
0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,98,0,0,-140,0,0,0,0,0,0,15,98,71,-140,25000,4,t=25000;r=4,igp24_synthetic,False,98,True,False,71,140,1,15,True,False,x13_x15_x17,x13_x15_x17,boundary
0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,111,-140,0,0,0,0,0,0,17,111,71,-140,25000,4,t=25000;r=4,igp24_synthetic,False,111,True,False,71,140,1,17,True,False,x13_x15_x17,x13_x15_x17,boundary
0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,106,0,0,-140,0,0,0,0,0,0,15,106,72,-140,25000,6,t=25000;r=6,igp24_synthetic,False,106,True,False,72,140,1,15,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,72,0,0,0,0,0,0,122,0,0,0,0,-140,0,0,0,0,0,0,13,122,72,-140,25000,6,t=25000;r=6,igp24_synthetic,False,122,True,False,72,140,1,13,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,-129,0,0,-140,0,0,0,0,0,0,15,-129,72,-140,25000,6,t=25000;r=6,igp24_synthetic,False,129,True,False,72,140,1,15,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,72,0,0,0,0,0,0,-135,0,0,0,0,-140,0,0,0,0,0,0,13,-135,72,-140,25000,6,t=25000;r=6,igp24_synthetic,False,135,True,False,72,140,1,13,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,85,0,0,0,0,0,0,-127,0,0,0,0,-140,0,0,0,0,0,0,13,-127,85,-140,25000,6,t=25000;r=6,igp24_synthetic,False,127,True,False,85,140,1,13,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,-98,0,0,-140,0,0,0,0,0,0,15,-98,85,-140,25000,6,t=25000;r=6,igp24_synthetic,False,98,True,False,85,140,1,15,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,85,0,0,0,0,0,0,113,0,0,0,0,-140,0,0,0,0,0,0,13,113,85,-140,25000,6,t=25000;r=6,igp24_synthetic,False,113,True,False,85,140,1,13,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,-106,-140,0,0,0,0,0,0,17,-106,85,-140,25000,6,t=25000;r=6,igp24_synthetic,True,106,True,False,85,140,1,17,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,98,-140,0,0,0,0,0,0,17,98,110,-140,25000,6,t=25000;r=6,igp24_synthetic,True,98,True,False,110,140,1,17,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,110,0,0,0,0,0,110,0,0,0,0,0,-140,0,0,0,0,0,0,12,110,110,-140,24979,6,t=24979;r=6,igp24_synthetic,False,110,True,False,110,140,1,12,True,False,x12_base,x12_base,high
0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,-134,0,0,-140,0,0,0,0,0,0,15,-134,110,-140,25000,6,t=25000;r=6,igp24_synthetic,False,134,True,False,110,140,1,15,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,110,0,0,0,0,0,0,131,0,0,0,0,-140,0,0,0,0,0,0,13,131,110,-140,25000,6,t=25000;r=6,igp24_synthetic,False,131,True,False,110,140,1,13,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,-30,0,0,0,0,0,0,0,0,97,0,0,-40,0,0,0,0,0,0,15,97,-30,-40,25000,2,t=25000;r=2,igp24_synthetic,False,97,False,True,30,40,1,15,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,104,0,0,-40,0,0,0,0,0,0,15,104,20,-40,25000,2,t=25000;r=2,igp24_synthetic,False,104,True,False,20,40,1,15,True,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,0,0,121,-40,0,0,0,0,0,0,17,121,-90,-40,25000,2,t=25000;r=2,igp24_synthetic,False,121,False,True,90,40,1,17,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,-30,0,0,0,0,0,0,0,0,0,0,125,-40,0,0,0,0,0,0,17,125,-30,-40,25000,2,t=25000;r=2,igp24_synthetic,False,125,False,True,30,40,1,17,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,-72,0,0,0,0,0,0,0,0,0,0,138,-40,0,0,0,0,0,0,17,138,-72,-40,25000,2,t=25000;r=2,igp24_synthetic,False,138,False,True,72,40,1,17,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,-40,0,0,0,0,0,0,12,99,0,-40,24979,2,t=24979;r=2,igp24_synthetic,False,99,False,False,0,40,1,12,False,False,x12_base,x12_base,low
0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,137,0,0,-40,0,0,0,0,0,0,15,137,71,-40,25000,4,t=25000;r=4,igp24_synthetic,False,137,True,False,71,40,1,15,True,False,x13_x15_x17,x13_x15_x17,boundary
0,0,0,0,0,0,20,0,0,0,0,0,0,-138,0,0,0,0,-40,0,0,0,0,0,0,13,-138,20,-40,25000,2,t=25000;r=2,igp24_synthetic,False,138,True,False,20,40,1,13,True,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,20,0,0,0,0,0,-114,0,0,0,0,0,-40,0,0,0,0,0,0,12,-114,20,-40,24979,2,t=24979;r=2,igp24_synthetic,False,114,True,False,20,40,1,12,True,False,x12_base,x12_base,low
0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,-140,-40,0,0,0,0,0,0,17,-140,71,-40,25000,4,t=25000;r=4,igp24_synthetic,False,140,True,False,71,40,1,17,True,False,x13_x15_x17,x13_x15_x17,boundary
0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,-116,0,0,-40,0,0,0,0,0,0,15,-116,110,-40,25000,6,t=25000;r=6,igp24_synthetic,False,116,True,False,110,40,1,15,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,-117,-40,0,0,0,0,0,0,17,-117,72,-40,25000,6,t=25000;r=6,igp24_synthetic,True,117,True,False,72,40,1,17,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,70,0,0,0,0,0,0,-131,0,0,0,0,-40,0,0,0,0,0,0,13,-131,70,-40,25000,2,t=25000;r=2,igp24_synthetic,False,131,True,False,70,40,1,13,True,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,20,0,0,0,0,0,-128,0,0,0,0,0,-40,0,0,0,0,0,0,12,-128,20,-40,24979,2,t=24979;r=2,igp24_synthetic,False,128,True,False,20,40,1,12,True,False,x12_base,x12_base,low
0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,137,0,0,-40,0,0,0,0,0,0,15,137,72,-40,25000,6,t=25000;r=6,igp24_synthetic,False,137,True,False,72,40,1,15,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,-72,0,0,0,0,0,-128,0,0,0,0,0,-40,0,0,0,0,0,0,12,-128,-72,-40,24979,2,t=24979;r=2,igp24_synthetic,False,128,False,True,72,40,1,12,False,True,x12_base,x12_base,low
0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,139,-40,0,0,0,0,0,0,17,139,110,-40,25000,6,t=25000;r=6,igp24_synthetic,True,139,True,False,110,40,1,17,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,0,0,-134,-40,0,0,0,0,0,0,17,-134,-90,-40,25000,2,t=25000;r=2,igp24_synthetic,False,134,False,True,90,40,1,17,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,110,0,0,0,0,0,139,0,0,0,0,0,-40,0,0,0,0,0,0,12,139,110,-40,24979,6,t=24979;r=6,igp24_synthetic,False,139,True,False,110,40,1,12,True,False,x12_base,x12_base,high
0,0,0,0,0,0,-72,0,0,0,0,0,0,139,0,0,0,0,-40,0,0,0,0,0,0,13,139,-72,-40,25000,2,t=25000;r=2,igp24_synthetic,False,139,False,True,72,40,1,13,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,85,0,0,0,0,0,0,-132,0,0,0,0,-40,0,0,0,0,0,0,13,-132,85,-40,25000,6,t=25000;r=6,igp24_synthetic,False,132,True,False,85,40,1,13,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,20,0,0,0,0,0,-105,0,0,0,0,0,-40,0,0,0,0,0,0,12,-105,20,-40,24979,2,t=24979;r=2,igp24_synthetic,False,105,True,False,20,40,1,12,True,False,x12_base,x12_base,low
0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,-137,-40,0,0,0,0,0,0,17,-137,85,-40,25000,6,t=25000;r=6,igp24_synthetic,True,137,True,False,85,40,1,17,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,-30,0,0,0,0,0,0,0,0,0,0,-119,-40,0,0,0,0,0,0,17,-119,-30,-40,25000,2,t=25000;r=2,igp24_synthetic,False,119,False,True,30,40,1,17,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,-137,0,0,-40,0,0,0,0,0,0,15,-137,20,-40,25000,2,t=25000;r=2,igp24_synthetic,False,137,True,False,20,40,1,15,True,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,128,0,0,-40,0,0,0,0,0,0,15,128,-90,-40,25000,2,t=25000;r=2,igp24_synthetic,False,128,False,True,90,40,1,15,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,71,0,0,0,0,0,96,0,0,0,0,0,-40,0,0,0,0,0,0,12,96,71,-40,24979,4,t=24979;r=4,igp24_synthetic,True,96,True,False,71,40,1,12,True,False,x12_base,x12_base,boundary
0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,-95,-40,0,0,0,0,0,0,17,-95,72,-40,25000,6,t=25000;r=6,igp24_synthetic,True,95,True,False,72,40,1,17,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,72,0,0,0,0,0,-118,0,0,0,0,0,-40,0,0,0,0,0,0,12,-118,72,-40,24979,6,t=24979;r=6,igp24_synthetic,False,118,True,False,72,40,1,12,True,False,x12_base,x12_base,high
0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,-98,-40,0,0,0,0,0,0,17,-98,110,-40,25000,6,t=25000;r=6,igp24_synthetic,True,98,True,False,110,40,1,17,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,85,0,0,0,0,0,0,98,0,0,0,0,-40,0,0,0,0,0,0,13,98,85,-40,25000,6,t=25000;r=6,igp24_synthetic,False,98,True,False,85,40,1,13,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-114,0,0,-40,0,0,0,0,0,0,15,-114,0,-40,25000,2,t=25000;r=2,igp24_synthetic,False,114,False,False,0,40,1,15,False,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,-120,-40,0,0,0,0,0,0,17,-120,110,-40,25000,6,t=25000;r=6,igp24_synthetic,True,120,True,False,110,40,1,17,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,-30,0,0,0,0,0,0,0,0,0,0,-106,-40,0,0,0,0,0,0,17,-106,-30,-40,25000,2,t=25000;r=2,igp24_synthetic,False,106,False,True,30,40,1,17,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,85,0,0,0,0,0,-105,0,0,0,0,0,-40,0,0,0,0,0,0,12,-105,85,-40,24979,6,t=24979;r=6,igp24_synthetic,False,105,True,False,85,40,1,12,True,False,x12_base,x12_base,high
0,0,0,0,0,0,-72,0,0,0,0,0,108,0,0,0,0,0,-40,0,0,0,0,0,0,12,108,-72,-40,24979,2,t=24979;r=2,igp24_synthetic,False,108,False,True,72,40,1,12,False,True,x12_base,x12_base,low
0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,120,-40,0,0,0,0,0,0,17,120,70,-40,25000,2,t=25000;r=2,igp24_synthetic,False,120,True,False,70,40,1,17,True,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,-120,-40,0,0,0,0,0,0,17,-120,85,-40,25000,6,t=25000;r=6,igp24_synthetic,True,120,True,False,85,40,1,17,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,-30,0,0,0,0,0,0,-113,0,0,0,0,-40,0,0,0,0,0,0,13,-113,-30,-40,25000,2,t=25000;r=2,igp24_synthetic,False,113,False,True,30,40,1,13,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,85,0,0,0,0,0,0,123,0,0,0,0,-40,0,0,0,0,0,0,13,123,85,-40,25000,6,t=25000;r=6,igp24_synthetic,False,123,True,False,85,40,1,13,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,15,111,110,0,25000,6,t=25000;r=6,igp24_synthetic,False,111,True,False,110,0,1,15,False,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,70,0,0,0,0,0,-122,0,0,0,0,0,0,0,0,0,0,0,0,12,-122,70,0,24979,2,t=24979;r=2,igp24_synthetic,False,122,True,False,70,0,1,12,False,False,x12_base,x12_base,low
0,0,0,0,0,0,85,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,12,101,85,0,24979,6,t=24979;r=6,igp24_synthetic,False,101,True,False,85,0,1,12,False,False,x12_base,x12_base,high
0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,-136,0,0,0,0,0,0,0,17,-136,20,0,25000,2,t=25000;r=2,igp24_synthetic,False,136,True,False,20,0,1,17,False,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,17,132,-90,0,25000,2,t=25000;r=2,igp24_synthetic,False,132,False,True,90,0,1,17,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,17,133,20,0,25000,2,t=25000;r=2,igp24_synthetic,False,133,True,False,20,0,1,17,False,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,-90,0,0,0,0,0,-111,0,0,0,0,0,0,0,0,0,0,0,0,12,-111,-90,0,24979,2,t=24979;r=2,igp24_synthetic,False,111,False,True,90,0,1,12,False,True,x12_base,x12_base,low
0,0,0,0,0,0,-90,0,0,0,0,0,-125,0,0,0,0,0,0,0,0,0,0,0,0,12,-125,-90,0,24979,2,t=24979;r=2,igp24_synthetic,False,125,False,True,90,0,1,12,False,True,x12_base,x12_base,low
0,0,0,0,0,0,-30,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,15,127,-30,0,25000,2,t=25000;r=2,igp24_synthetic,False,127,False,True,30,0,1,15,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,15,100,110,0,25000,6,t=25000;r=6,igp24_synthetic,False,100,True,False,110,0,1,15,False,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,85,0,0,0,0,0,-97,0,0,0,0,0,0,0,0,0,0,0,0,12,-97,85,0,24979,6,t=24979;r=6,igp24_synthetic,False,97,True,False,85,0,1,12,False,False,x12_base,x12_base,high
0,0,0,0,0,0,0,0,0,0,0,0,0,-114,0,0,0,0,0,0,0,0,0,0,0,13,-114,0,0,25000,2,t=25000;r=2,igp24_synthetic,False,114,False,False,0,0,1,13,False,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,20,0,0,0,0,0,0,-139,0,0,0,0,0,0,0,0,0,0,0,13,-139,20,0,25000,2,t=25000;r=2,igp24_synthetic,False,139,True,False,20,0,1,13,False,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,-109,0,0,0,0,0,0,0,0,0,15,-109,72,0,25000,6,t=25000;r=6,igp24_synthetic,False,109,True,False,72,0,1,15,False,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,-30,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,17,134,-30,0,25000,2,t=25000;r=2,igp24_synthetic,False,134,False,True,30,0,1,17,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,-118,0,0,0,0,0,0,0,0,0,15,-118,85,0,25000,6,t=25000;r=6,igp24_synthetic,False,118,True,False,85,0,1,15,False,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,15,140,0,0,25000,2,t=25000;r=2,igp24_synthetic,False,140,False,False,0,0,1,15,False,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-103,0,0,0,0,0,0,0,0,0,15,-103,0,0,25000,2,t=25000;r=2,igp24_synthetic,False,103,False,False,0,0,1,15,False,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,85,0,0,0,0,0,0,-132,0,0,0,0,0,0,0,0,0,0,0,13,-132,85,0,25000,6,t=25000;r=6,igp24_synthetic,False,132,True,False,85,0,1,13,False,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,71,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,13,139,71,0,25000,4,t=25000;r=4,igp24_synthetic,False,139,True,False,71,0,1,13,False,False,x13_x15_x17,x13_x15_x17,boundary
0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,15,129,110,0,25000,6,t=25000;r=6,igp24_synthetic,False,129,True,False,110,0,1,15,False,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,15,106,85,0,25000,6,t=25000;r=6,igp24_synthetic,False,106,True,False,85,0,1,15,False,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,-72,0,0,0,0,0,0,0,0,-125,0,0,0,0,0,0,0,0,0,15,-125,-72,0,25000,2,t=25000;r=2,igp24_synthetic,False,125,False,True,72,0,1,15,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,72,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,12,102,72,0,24979,6,t=24979;r=6,igp24_synthetic,False,102,True,False,72,0,1,12,False,False,x12_base,x12_base,high
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,15,136,0,0,25000,2,t=25000;r=2,igp24_synthetic,False,136,False,False,0,0,1,15,False,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,15,121,70,0,25000,2,t=25000;r=2,igp24_synthetic,False,121,True,False,70,0,1,15,False,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,-72,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,15,119,-72,0,25000,2,t=25000;r=2,igp24_synthetic,False,119,False,True,72,0,1,15,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,0,0,0,17,-99,70,0,25000,2,t=25000;r=2,igp24_synthetic,False,99,True,False,70,0,1,17,False,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,-121,0,0,0,0,0,0,0,0,0,15,-121,110,0,25000,6,t=25000;r=6,igp24_synthetic,False,121,True,False,110,0,1,15,False,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,-90,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,13,130,-90,0,25000,2,t=25000;r=2,igp24_synthetic,False,130,False,True,90,0,1,13,False,True,x13_x15_x17,x13_x15_x17,low
