domain_name,law_statement,law,run,experiment,description,status,t,r,label,coeff_0,coeff_1,coeff_2,coeff_3,coeff_4,coeff_5,coeff_6,coeff_7,coeff_8,coeff_9,coeff_10,coeff_11,coeff_12,coeff_13,coeff_14,coeff_15,coeff_16,coeff_17,coeff_18,coeff_19,coeff_20,coeff_21,coeff_22,coeff_23,coeff_24,domain,support_index,support_amplitude,a6,a18,abs_support_amplitude,a6_positive,a6_negative,a6_abs,a18_abs,support_nonzero_count,active_support_slots,paired_resonance,reverse_resonance,support_face,support_bucket,threshold_zone,variable_count,depth,symmetry,repeated_variables,idempotence_indicator,projection_indicator,affine_indicator,diagonal_indicator,implication_true,proof_found,countermodel_found,object_count,colors,connected_components,translation_detected,rotation_detected,hole_count,task_family,successful_solver,grid_size,wall_density,branch_factor,corridor_width,graph_nodes,skeleton_nodes,distance_entropy,best_representation,rule,rule_density,transition_count,local_entropy,mirror_asymmetry,quiescent_zero,quiescent_one,wolfram_class,control_parameter,lattice_size,temperature,coupling,noise,effective_control,phase,outbreak
IGP24,if support_amplitude <= 10 then t = 25000,t_support_amplitude_<=_10,v121_basin_coordinate_audit,x12_control,x12=10,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,10,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,10.0,72,-72,10.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if abs_support_amplitude <= 10 then t = 25000,t_abs_support_amplitude_<=_10,v121_basin_coordinate_audit,x12_control,x12=1,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,1,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,1.0,72,-72,1.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if abs_support_amplitude <= 10 then t = 25000,t_abs_support_amplitude_<=_10,v121_basin_coordinate_audit,x12_control,x12=5,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,5,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,5.0,72,-72,5.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if abs_support_amplitude <= 10 then t = 25000,t_abs_support_amplitude_<=_10,v121_basin_coordinate_audit,x12_control,x12=10,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,10,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,10.0,72,-72,10.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if support_amplitude <= 20 then t = 25000,t_support_amplitude_<=_20,v121_basin_coordinate_audit,x12_control,x12=1,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,1,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,1.0,72,-72,1.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if support_amplitude <= 20 then t = 25000,t_support_amplitude_<=_20,v121_basin_coordinate_audit,x12_control,x12=5,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,5,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,5.0,72,-72,5.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if support_amplitude <= 20 then t = 25000,t_support_amplitude_<=_20,v121_basin_coordinate_audit,x12_control,x12=10,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,10,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,10.0,72,-72,10.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if support_amplitude <= 20 then t = 25000,t_support_amplitude_<=_20,v121_basin_coordinate_audit,x12_control,x12=20,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,20,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,20.0,72,-72,20.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if abs_support_amplitude <= 20 then t = 25000,t_abs_support_amplitude_<=_20,v121_basin_coordinate_audit,x12_control,x12=1,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,1,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,1.0,72,-72,1.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if abs_support_amplitude <= 20 then t = 25000,t_abs_support_amplitude_<=_20,v121_basin_coordinate_audit,x12_control,x12=5,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,5,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,5.0,72,-72,5.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if abs_support_amplitude <= 20 then t = 25000,t_abs_support_amplitude_<=_20,v121_basin_coordinate_audit,x12_control,x12=10,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,10,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,10.0,72,-72,10.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if abs_support_amplitude <= 20 then t = 25000,t_abs_support_amplitude_<=_20,v121_basin_coordinate_audit,x12_control,x12=20,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,20,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,20.0,72,-72,20.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if a6_abs >= 22.3 then t = 25000,t_a6_abs_>=_22.3,v121_basin_coordinate_audit,x12_control,x12=1,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,1,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,1.0,72,-72,1.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if a6_abs >= 22.3 then t = 25000,t_a6_abs_>=_22.3,v121_basin_coordinate_audit,x12_control,x12=5,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,5,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,5.0,72,-72,5.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if a6_abs >= 22.3 then t = 25000,t_a6_abs_>=_22.3,v121_basin_coordinate_audit,x12_control,x12=10,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,10,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,10.0,72,-72,10.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if a6_abs >= 22.3 then t = 25000,t_a6_abs_>=_22.3,v121_basin_coordinate_audit,x12_control,x12=20,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,20,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,20.0,72,-72,20.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if a6_abs >= 28 then t = 25000,t_a6_abs_>=_28,v121_basin_coordinate_audit,x12_control,x12=1,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,1,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,1.0,72,-72,1.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if a6_abs >= 28 then t = 25000,t_a6_abs_>=_28,v121_basin_coordinate_audit,x12_control,x12=5,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,5,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,5.0,72,-72,5.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if a6_abs >= 28 then t = 25000,t_a6_abs_>=_28,v121_basin_coordinate_audit,x12_control,x12=10,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,10,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,10.0,72,-72,10.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if a6_abs >= 28 then t = 25000,t_a6_abs_>=_28,v121_basin_coordinate_audit,x12_control,x12=20,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,20,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,20.0,72,-72,20.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if a6_abs >= 30 then t = 25000,t_a6_abs_>=_30,v121_basin_coordinate_audit,x12_control,x12=1,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,1,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,1.0,72,-72,1.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if a6_abs >= 30 then t = 25000,t_a6_abs_>=_30,v121_basin_coordinate_audit,x12_control,x12=5,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,5,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,5.0,72,-72,5.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if a6_abs >= 30 then t = 25000,t_a6_abs_>=_30,v121_basin_coordinate_audit,x12_control,x12=10,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,10,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,10.0,72,-72,10.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if a6_abs >= 30 then t = 25000,t_a6_abs_>=_30,v121_basin_coordinate_audit,x12_control,x12=20,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,20,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,20.0,72,-72,20.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if a6_abs >= 30.8 then t = 25000,t_a6_abs_>=_30.8,v121_basin_coordinate_audit,x12_control,x12=1,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,1,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,1.0,72,-72,1.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if a6_abs >= 30.8 then t = 25000,t_a6_abs_>=_30.8,v121_basin_coordinate_audit,x12_control,x12=5,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,5,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,5.0,72,-72,5.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if a6_abs >= 30.8 then t = 25000,t_a6_abs_>=_30.8,v121_basin_coordinate_audit,x12_control,x12=10,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,10,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,10.0,72,-72,10.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if a6_abs >= 30.8 then t = 25000,t_a6_abs_>=_30.8,v121_basin_coordinate_audit,x12_control,x12=20,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,20,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,20.0,72,-72,20.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if a6_abs >= 32 then t = 25000,t_a6_abs_>=_32,v121_basin_coordinate_audit,x12_control,x12=1,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,1,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,1.0,72,-72,1.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if a6_abs >= 32 then t = 25000,t_a6_abs_>=_32,v121_basin_coordinate_audit,x12_control,x12=5,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,5,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,5.0,72,-72,5.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if a6_abs >= 32 then t = 25000,t_a6_abs_>=_32,v121_basin_coordinate_audit,x12_control,x12=10,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,10,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,10.0,72,-72,10.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if a6_abs >= 32 then t = 25000,t_a6_abs_>=_32,v121_basin_coordinate_audit,x12_control,x12=20,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,20,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,20.0,72,-72,20.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if a6_abs >= 36 then t = 25000,t_a6_abs_>=_36,v121_basin_coordinate_audit,x12_control,x12=1,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,1,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,1.0,72,-72,1.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if a6_abs >= 36 then t = 25000,t_a6_abs_>=_36,v121_basin_coordinate_audit,x12_control,x12=5,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,5,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,5.0,72,-72,5.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if a6_abs >= 36 then t = 25000,t_a6_abs_>=_36,v121_basin_coordinate_audit,x12_control,x12=10,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,10,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,10.0,72,-72,10.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if a6_abs >= 36 then t = 25000,t_a6_abs_>=_36,v121_basin_coordinate_audit,x12_control,x12=20,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,20,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,20.0,72,-72,20.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if a18_abs >= 22.3 then t = 25000,t_a18_abs_>=_22.3,v121_basin_coordinate_audit,x12_control,x12=1,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,1,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,1.0,72,-72,1.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if a18_abs >= 22.3 then t = 25000,t_a18_abs_>=_22.3,v121_basin_coordinate_audit,x12_control,x12=5,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,5,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,5.0,72,-72,5.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if a18_abs >= 22.3 then t = 25000,t_a18_abs_>=_22.3,v121_basin_coordinate_audit,x12_control,x12=10,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,10,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,10.0,72,-72,10.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if a18_abs >= 22.3 then t = 25000,t_a18_abs_>=_22.3,v121_basin_coordinate_audit,x12_control,x12=20,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,20,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,20.0,72,-72,20.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if a18_abs >= 28 then t = 25000,t_a18_abs_>=_28,v121_basin_coordinate_audit,x12_control,x12=1,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,1,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,1.0,72,-72,1.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if a18_abs >= 28 then t = 25000,t_a18_abs_>=_28,v121_basin_coordinate_audit,x12_control,x12=5,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,5,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,5.0,72,-72,5.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if a18_abs >= 28 then t = 25000,t_a18_abs_>=_28,v121_basin_coordinate_audit,x12_control,x12=10,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,10,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,10.0,72,-72,10.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if a18_abs >= 28 then t = 25000,t_a18_abs_>=_28,v121_basin_coordinate_audit,x12_control,x12=20,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,20,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,20.0,72,-72,20.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGP24,if a6_abs >= 36.4 then t = 25000,t_a6_abs_>=_36.4,v121_basin_coordinate_audit,x12_control,x12=1,accepted,24979.0,6.0,24T24979,-5,0,0,0,0,0,72,0,0,0,0,0,1,0,-480,0,1,0,-72,0,0,0,0,0,1,IGP24,12,1.0,72,-72,1.0,True,False,72,72,1,12,True,False,x12_base,x12_base,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
